subjID,starttime,useragent,survey-instructions,survey-gender,survey-age,survey-education,survey-language,survey-enjoy,survey-comments
connect-CFEA8E05CD284286A0495E7688A33342,1705338164307,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'grad'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-AD3ABD00B3C645A6948AA069F9E50CFE,1705337832132,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '42'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-676B796962454B5B82D5A865EB7DB888,1705337835735,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '50'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-8AD70996DA284ECB828016DC41BD81FE,1705337845863,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '39'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'english'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'there should be a give up option to move on to the next environment.'}"
connect-9D77BFB713434C959919E681D5AA3E24,1705337839156,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'worse'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-62F845DA81FF4D948AEAC0A541012217,1705337879660,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'nb'}","{'type': 'freeresponse', 'q': 'Age', 'a': '38'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'Was interesting and a bit of fun.'}"
connect-B68BD0E6F41A485B82915E7849D16C84,1705337828767,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'spanish'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'On the last one, when I made two curved lines I would drop the ball and it would go straight through the line. I was confused why that happened.'}"
connect-87EE41F6127E4C2DB97D61F7BF43047D,1705337829503,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'I thought this HIT was great! It was fun and stimulating.'}"
connect-A7A920A93A2F48F2B39225FE9D6BE48B,1705339794606,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '51'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'no'}"
connect-999F2F936AED4B91A498E2945D76235C,1705337829326,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'i thoroughly enjoyed the game, in the levels it was simple yet enjoyable, i like games i can complete  '}"
connect-E99CB3DAC1F1481DA3A93308667C23D6,1705337875897,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '34'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'This was a fun game to play.'}"
connect-DE486C956E5549A0BD5552CD8C34C086,1705337838097,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '40'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'english'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'no comments. fun game.'}"
connect-63D7B418580149AF98F4124345C6DCA0,1705338778238,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'No issues, questions, comments, or concerns, thanks!'}"
connect-DE590B4A0B2E416E812D5EE23852D334,1705338100699,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'I liked this study. Good effort to reward ratio and it made me feel like I was playing a competitive high stakes game. '}"
connect-CB2A62D186194087B8BBDE2AA49F9EEE,1705339703057,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-4BCEE3A47B46451685AA06CF071AF4BF,1705168045011,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '28'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ""I'm unsure what the test was searching for other than people's ability to get the ball in the cup, so its hard for me to decide how to better improve it. I thoroughly enjoyed the challenge!""}"
connect-F49895A417FF41E8B964A363224BB377,1705339477076,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '47'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'This was actually fun!'}"
connect-678C8BA851524B3BB77BA63C400DA3ED,1705337842993,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '41'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'english'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-5095C1240E404B5A8B36B2D2D7A80788,1705337842118,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'none'}"
connect-FB485164F6DF4179954E551DF7B4722C,1705338724137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '24'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-303D99BA9DBC40BEAC4248F43EC2654B,1705337827452,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'grad'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'Enjoyed it a lot'}"
connect-377EB0CE09C14DF8AFA6145368FF376B,1705339823291,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '63'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-0924C9378B274EF6A1DE3DF676A22DAE,1705337846535,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'grad'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-E7403536FA54483B8A59905B91672F6B,1705339231400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '40'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'thanks very fun'}"
connect-5A4271B5E62442DF849626E815631C7D,1705337862075,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '41'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'Engels'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ""You have the data on which levels I wasn't able to complete, right?\n\nWould you mind showing me the solution?\nIf that's possible?""}"
connect-149A52792BED44CBB0251676B7D236F7,1705338172961,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '28'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-210D1EED4E4C46D3AA7FCED923C8915C,1705337832010,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '51'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'Was fun break from usual HIT tasks and made me think about how to calculate getting the ball in cup'}"
connect-F6C2C2975E2D47A29BB1DC4817243718,1705341473375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '44'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'I loved that I want to like do that all day long that was really cool and then I kind of like bombed it towards the end because I realized I was almost out of time like I am now I think I got 4 minutes left LOL so I had to hurry thank you so much for everything  '}"
connect-22AB2A9C4D62424C977E676960E2A08E,1705337836926,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '42'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'english'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'its great'}"
connect-325787D7E6CA4328A287C32674A4F5B2,1705337841682,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'It was fun. The drawing tool was a little hard to use to make a straight line (Especially during the tutorial) but once you were in the game itself it was pretty easy to use. '}"
connect-F73E005194304A009130BCC82A6B3D52,1705337833126,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-6D1184B973EE42BBA25592B2989F2B29,1705167878884,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'grad'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English '}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-7D0CC43EFF454085A097E314118598BA,1705167826714,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '32'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ""This HIIT was amazing! I had so much fun playing through each level, even though I didn't complete them all haha! It reminded me of other video games I've played, such as Scribblenauts or Q Remastered where you have to draw your own creative solutions to solve puzzles. Well done to everyone involved putting this together!""}"
connect-DF243E04841E4ECB8A3B35D547E6039C,1705337826136,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '32'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
