subjID,starttime,useragent,wind,delete,attempts,return
connect-E99CB3DAC1F1481DA3A93308667C23D6,1705337875897,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-DE486C956E5549A0BD5552CD8C34C086,1705337838097,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-63D7B418580149AF98F4124345C6DCA0,1705338778238,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-DE590B4A0B2E416E812D5EE23852D334,1705338100699,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-CB2A62D186194087B8BBDE2AA49F9EEE,1705339703057,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': 'unlimited'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-CB2A62D186194087B8BBDE2AA49F9EEE,1705339703057,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-4BCEE3A47B46451685AA06CF071AF4BF,1705168045011,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-F49895A417FF41E8B964A363224BB377,1705339477076,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-678C8BA851524B3BB77BA63C400DA3ED,1705337842993,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-5095C1240E404B5A8B36B2D2D7A80788,1705337842118,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-FB485164F6DF4179954E551DF7B4722C,1705338724137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-303D99BA9DBC40BEAC4248F43EC2654B,1705337827452,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-377EB0CE09C14DF8AFA6145368FF376B,1705339823291,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-0924C9378B274EF6A1DE3DF676A22DAE,1705337846535,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-E7403536FA54483B8A59905B91672F6B,1705339231400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-5A4271B5E62442DF849626E815631C7D,1705337862075,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-149A52792BED44CBB0251676B7D236F7,1705338172961,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-210D1EED4E4C46D3AA7FCED923C8915C,1705337832010,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '3'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-F6C2C2975E2D47A29BB1DC4817243718,1705341473375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-22AB2A9C4D62424C977E676960E2A08E,1705337836926,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-325787D7E6CA4328A287C32674A4F5B2,1705337841682,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-F73E005194304A009130BCC82A6B3D52,1705337833126,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'clear'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-F73E005194304A009130BCC82A6B3D52,1705337833126,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'none'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'true'}"
connect-46C317071AFD46D9990A9FE0853F144F,1705337849011,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-6D1184B973EE42BBA25592B2989F2B29,1705167878884,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-7D0CC43EFF454085A097E314118598BA,1705167826714,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-DF243E04841E4ECB8A3B35D547E6039C,1705337826136,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-1A4C62E92A2448428B1731CF7DF4BFE2,1705337845546,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-DE8DEC42101C48DEAF5B12C04FCE8999,1705337836482,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-183C8C3012244F4494A2E516996A890D,1705337819550,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '1'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-A0566D549089447AB8D53FDE080B0A9C,1705337849057,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'right'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-EA1DDBB0D9E5471381D5FD3553DC8E12,1705337912613,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
connect-39EA9FD515844207B3DA47AA34B2A2CF,1705337825891,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'Which direction does the wind push the marble if this is the icon you see?', 'corr': 'right', 'a': 'left'}","{'q': ""What should you do to delete the last line after you've drawn it?"", 'corr': 'undo', 'a': 'undo'}","{'q': 'How many attempts do you have per round?', 'corr': '5', 'a': '5'}","{'q': 'You can return to a previous LEVEL after the game.', 'corr': 'false', 'a': 'false'}"
