subjID,starttime,useragent,describe,approach,issues
connect-63D7B418580149AF98F4124345C6DCA0,1705338778238,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I played a simple version of the game Crayon Physics, where I drew lines on a scene to create paths for balls to fall into a cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I would try to imagine the route needed to get the ball to the cup, and then support the route with walls to stop the ball from overshooting.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'No.'}"
connect-DE590B4A0B2E416E812D5EE23852D334,1705338100699,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I had to take a ball using lines and put it into the bin.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'See how the lines would line up with the bin and trial and error with the wind.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'The ball sometimes hopped out unexpectedly but otherwise no.'}"
connect-CB2A62D186194087B8BBDE2AA49F9EEE,1705339703057,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I had to draw lines in order to get the marble to land inside the cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I tried to get the marble to move the direction I wanted to so the first couple of tries I usually used to get a feel as to what way the marble was going to move that round.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'None at all.'}"
connect-4BCEE3A47B46451685AA06CF071AF4BF,1705168045011,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'A fun and occasionally challenging game. The goal was to draw lines to route a ball to fall into a cup. '}","{'q': 'What was your overarching approach to solve each level?', 'a': 'Defend the sides of the cup as much as possible, keep the lines slope as similar as possible.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'One level I needed 4 attempts, felt like the ball was stopping for no reason. Either way I was able to complete it!'}"
connect-F49895A417FF41E8B964A363224BB377,1705339477076,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'The hit was a game that required me to figure out a way to get a ball to a cup. I accomplished this by drawing lines that guided the ball towards the cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I was trying to use the bounce of the ball and making sure that my angles were correct and I had counter barriers to protect the ball from popping back out.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'There were no issues'}"
connect-678C8BA851524B3BB77BA63C400DA3ED,1705337842993,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'getting ball into cup through obstacles and wind using hands drawn lines'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'looking and wind and obstacles'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'no'}"
connect-5095C1240E404B5A8B36B2D2D7A80788,1705337842118,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'The HIT I just completed wanted me to solve puzzles of dropping balls into a bucket. Each level was different and I had a magic crayon to dray a design to help me get the ball into the cup based on position, stage effects such as winds, and obstacles to get around.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I approach to solve each level was to first drop the ball to get an idea of where it would end up on its own and how the wind would effect it. After that I could tell what type of line or help I needed to draw into the stage.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'none'}"
connect-FB485164F6DF4179954E551DF7B4722C,1705338724137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'It is a ball cup hit'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I used my instinct'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'No'}"
connect-303D99BA9DBC40BEAC4248F43EC2654B,1705337827452,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'The purpose was to test a game where you had to draw lines to help drop a ball into a cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'My approach was to dry one line that cushioned the ball from below and one line to cushion the ball from above.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'no'}"
connect-377EB0CE09C14DF8AFA6145368FF376B,1705339823291,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'good game i really enjoy'}","{'q': 'What was your overarching approach to solve each level?', 'a': '`9'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'no'}"
connect-0924C9378B274EF6A1DE3DF676A22DAE,1705337846535,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I drew lines to guide a ball into a cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'It was like pinball, letting the ball bounce off of  the lines.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': ""On some of the levels the ball went into the cup but I couldn't click next.""}"
connect-E7403536FA54483B8A59905B91672F6B,1705339231400,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I had fun doing this survey playing a game which involve trying to get the ball into the cup . I would have some obstacles and wind which made things more challenging.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I first made a plan of action before drawing and mentally visually it before hand. Then I would draw what I believe would get the job done and learn from any mistakes.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'no issues'}"
connect-5A4271B5E62442DF849626E815631C7D,1705337862075,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I was drawing out tracks in an attempt to get my marble into the beer pong cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'Namely, taking any opportunity availed me, to allow my marble to reach its destination.\n\nThough, sometimes..\n..It seems, some levels were designed, not to be completed.\n\nOr, if those three were: there was a method to doing so, I was not privy to.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'On one level, the marble brazenly broached a green line I had drawn.'}"
connect-149A52792BED44CBB0251676B7D236F7,1705338172961,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'The hit was fun and engaging.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'Ensuring the path is well drafted to allow easy rolling of the ball.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'No technical issues'}"
connect-210D1EED4E4C46D3AA7FCED923C8915C,1705337832010,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'Folloowing certain commands to get ball to drop into cup but with a few challenges such as wind direction and gravity'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'paying attention to wind direction and obstacles. '}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'A few games did not pick up that I had actually gotten ball in cup. '}"
connect-F6C2C2975E2D47A29BB1DC4817243718,1705341473375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I drew lines to try to keep a ball on track to drop into a cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'Even if there was a small tiny slight angle or bump that I drew it would not go over it so I tried to make that as smooth as possible then I drew a second line in case it build up momentum so it would drop in the cup then bounce off the other line '}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': ""there were no technical issues and that was the most fun I've had in a very long time thank you ""}"
connect-22AB2A9C4D62424C977E676960E2A08E,1705337836926,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'it was very fun but difficult for me for some reason'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'i tried to predict the wind pattern but seem to have failed! '}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'none at all'}"
connect-325787D7E6CA4328A287C32674A4F5B2,1705337841682,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'It was a game where I had to draw lines in order to get a small ball into the cup. I had 5 attempts to get the ball into the cup each level. '}","{'q': 'What was your overarching approach to solve each level?', 'a': 'The ball was very bouncy so I always tried to have a line to bounce the ball back, when it inevitably either overshot the cup or bounced out. It took me the entire tutorial to see that that was an option. '}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'n/a '}"
connect-F73E005194304A009130BCC82A6B3D52,1705337833126,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'A game where I drew lines for the ball to complete the game and level'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I tried to draw a line that would be efficient enough for a quick beat and tried to make them straight as well'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'N/A'}"
connect-6D1184B973EE42BBA25592B2989F2B29,1705167878884,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': ""It's quite interesting and fun.""}","{'q': 'What was your overarching approach to solve each level?', 'a': 'Trying to get the ball to gain momentum.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'No'}"
connect-7D0CC43EFF454085A097E314118598BA,1705167826714,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'In this HIIT, I was tasked with drawing lines in order to allow a ball to fall into a cup. The task went for 19 rounds which increased in difficulty as the game went on.   '}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I approached each level initially with finding a solution using the least amount of lines to accomplish the task. I felt that this approach made it easier for me to see where the ball goes and understand the in-game physics, and then make adjustments whereever needed. I also kept watch for any added conditions and obstacles beforehand, such as the wind blowing in certain directions, which may have made the task more difficult and accounted for these in my design solutions. '}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': ""There were times during the levels which had wind blowing where I drew a line, and it looked like the ball had stopped on the line, but it took awhile before the game would reset and allow me to do my next attempt. I'm assuming the in-game wind was still moving the ball at an almost infinitesimally small rate which was preventing the game from resetting at a normal pace since the ball hadn't yet come to a complete halt. It might be a good idea to allow players to manually reset their attempts during levels with wind due to this if possible.  ""}"
connect-DF243E04841E4ECB8A3B35D547E6039C,1705337826136,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'trying to get the ball in the cup. i had to draw lines and avoid objects and factor the winddddddddddd'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'trying to predict where the ball will go, i drew lines'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'no'}"
connect-1A4C62E92A2448428B1731CF7DF4BFE2,1705337845546,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': ""The HIT required me to draw lines on the screen to help guide a marble ball that's being dropped into a cup.""}","{'q': 'What was your overarching approach to solve each level?', 'a': 'My approach was to figure out the best curves and locations of the line to draw so that I can guide the marble towards the cup. '}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'I did not experience any issues at all.'}"
connect-DE8DEC42101C48DEAF5B12C04FCE8999,1705337836482,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I had to get a ball into a cup by drawing lines so it followed along that path.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'Just try to find the easiest path.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'no.'}"
connect-183C8C3012244F4494A2E516996A890D,1705337819550,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I attempted to drop a ball into a cup with varying degrees of wind and angles.'}","{'q': 'What was your overarching approach to solve each level?', 'a': ""Draw a path for the ball, while creating a backboard so the ball didn't overshoot the cup.""}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'no.'}"
connect-A0566D549089447AB8D53FDE080B0A9C,1705337849057,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I played a game where I drew lines to get the ball to go in the cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I drew one line to get the ball to move towards the cup and another line on the other side to stop it and make it fall in the cup.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'No'}"
connect-EA1DDBB0D9E5471381D5FD3553DC8E12,1705337912613,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'I had to make lines to direct the ball to enter the cup. It was quite challenging in some cases'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I was able to solve 85 percent of them. I just use common logic to get to my objective and learnt from my mistakes'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'no issues.'}"
connect-39EA9FD515844207B3DA47AA34B2A2CF,1705337825891,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'q': 'In 1-2 sentences, please describe the HIT you just completed.', 'a': 'It was a puzzle game about getting a ball into a cup through different obstacles.  Sometimes there would be wind or blocks that would make it harder to maneuver the ball into the cup.'}","{'q': 'What was your overarching approach to solve each level?', 'a': 'I would try and figure out the best shapes or slopes I could draw to make sure that the ball made it into the cup.  Sometimes I would see how the ball would drop and then try and rearrange my path from there.'}","{'q': 'Did you experience any technical issues while playing the game? If so, describe.', 'a': 'I did not, everything worked well on my end!'}"
